순번,분류체계ID,분류체계명,상위과제ID,분류체계단계,시행시기,수행기관,기관코드,분류체계경로
4589,P2000220140626000082768,창조적 방산기반 구축,P2000120140320000078956,전략목표,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>창조적 방산기반 구축
4590,P2000320140626000082772,국방과학기술 선진화,P2000220140626000082768,성과목표,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>창조적 방산기반 구축>>국방과학기술 선진화
4591,P2000420130612000074452,ADD를 세계적인 국방과학기술 연구기관으로 육성,P2000320140626000082772,관리과제,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>창조적 방산기반 구축>>국방과학기술 선진화>>ADD를 세계적인 국방과학기술 연구기관으로 육성
4592,P2000420130430000073531,무인·로봇 등을 활용한 신무기체계 기술개발 투자 확대,P2000320140626000082772,관리과제,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>창조적 방산기반 구축>>국방과학기술 선진화>>무인·로봇 등을 활용한 신무기체계 기술개발 투자 확대
4593,P2000420130430000073530,민·군 기술협력 확대,P2000320140626000082772,관리과제,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>창조적 방산기반 구축>>국방과학기술 선진화>>민·군 기술협력 확대
4594,P2000420130430000073533,방위산업기술지원센터 설립·운영,P2000320140626000082772,관리과제,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>창조적 방산기반 구축>>국방과학기술 선진화>>방위산업기술지원센터 설립·운영
4595,P2000320140626000082774,방산 중소기업 맞춤형 성장지원,P2000220140626000082768,성과목표,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>창조적 방산기반 구축>>방산 중소기업 맞춤형 성장지원
4596,P2000420130430000073527,글로벌 강소기업 육성 추진,P2000320140626000082774,관리과제,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>창조적 방산기반 구축>>방산 중소기업 맞춤형 성장지원>>글로벌 강소기업 육성 추진
4597,P2000420130430000073526,중소기업 금융 지원 강화,P2000320140626000082774,관리과제,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>창조적 방산기반 구축>>방산 중소기업 맞춤형 성장지원>>중소기업 금융 지원 강화
4598,P2000420130430000073529,중소기업의 절충교역 수출 참여 확대,P2000320140626000082774,관리과제,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>창조적 방산기반 구축>>방산 중소기업 맞춤형 성장지원>>중소기업의 절충교역 수출 참여 확대
4599,P2000420130430000073528,핵심부품 국산화 개발사업 확대,P2000320140626000082774,관리과제,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>창조적 방산기반 구축>>방산 중소기업 맞춤형 성장지원>>핵심부품 국산화 개발사업 확대
4600,P2000220140626000082771,투명하고 효율적인 군수 조달체계 구축,P2000120140320000078956,전략목표,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 군수 조달체계 구축
4601,P2000320140626000082779,방산조달의 투명성·공정성 제고,P2000220140626000082771,성과목표,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 군수 조달체계 구축>>방산조달의 투명성·공정성 제고
4602,P2000420140626000082853,계약제도 개선을 통한 투명하고 효율적인 조달체계 구축,P2000320140626000082779,관리과제,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 군수 조달체계 구축>>방산조달의 투명성·공정성 제고>>계약제도 개선을 통한 투명하고 효율적인 조달체계 구축
4603,P2000420130430000073554,원가관리의 투명성 및 공정성 제고,P2000320140626000082779,관리과제,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 군수 조달체계 구축>>방산조달의 투명성·공정성 제고>>원가관리의 투명성 및 공정성 제고
4604,P2000420130430000073557,청렴문화 확산,P2000320140626000082779,관리과제,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 군수 조달체계 구축>>방산조달의 투명성·공정성 제고>>청렴문화 확산
4605,P2000320140626000082780,예산의 효율적 운용,P2000220140626000082771,성과목표,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 군수 조달체계 구축>>예산의 효율적 운용
4606,P2000420130430000073559,FMS 자금 운용 효율화,P2000320140626000082780,관리과제,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 군수 조달체계 구축>>예산의 효율적 운용>>FMS 자금 운용 효율화
4607,P2000420130430000073560,방위력 개선비 집행 효율화,P2000320140626000082780,관리과제,2014-10-06,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 군수 조달체계 구축>>예산의 효율적 운용>>방위력 개선비 집행 효율화
4608,P2000120170329000092985,튼튼한 국방과 국민경제에 기여하는 방위사업 추진, ,임무,2017-09-25,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진
4609,P2000220170429000089483,방위사업 경쟁력 확보를 통해 4차 산업혁명을 선도한다,P2000120170329000092985,전략목표,2017-09-25,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>방위사업 경쟁력 확보를 통해 4차 산업혁명을 선도한다
4610,P2000320170329000092995,"국방 R&D 제도를 개선하고, 첨단 무기와 핵심기술의 국내개발을 추진한다.",P2000220170429000089483,성과목표,2017-09-25,방위사업청,1690000,">>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>방위사업 경쟁력 확보를 통해 4차 산업혁명을 선도한다>>국방 R&D 제도를 개선하고, 첨단 무기와 핵심기술의 국내개발을 추진한다."
4611,P2000420170331000093569,국방 R&D 제도개선 및 각종 첨단무기 국내개발 검토,P2000320170329000092995,관리과제,2017-09-25,방위사업청,1690000,">>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>방위사업 경쟁력 확보를 통해 4차 산업혁명을 선도한다>>국방 R&D 제도를 개선하고, 첨단 무기와 핵심기술의 국내개발을 추진한다.>>국방 R&D 제도개선 및 각종 첨단무기 국내개발 검토"
4612,P2000320170329000092996,방위산업 경쟁제도를 정착하고 안정적 방위사업 추진기반을 마련한다,P2000220170429000089483,성과목표,2017-09-25,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>방위사업 경쟁력 확보를 통해 4차 산업혁명을 선도한다>>방위산업 경쟁제도를 정착하고 안정적 방위사업 추진기반을 마련한다
4613,P2000420170905000096849,국방표준관리체계 개선,P2000320170329000092996,관리과제,2017-09-25,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>방위사업 경쟁력 확보를 통해 4차 산업혁명을 선도한다>>방위산업 경쟁제도를 정착하고 안정적 방위사업 추진기반을 마련한다>>국방표준관리체계 개선
4614,P2000420170905000096894,단계별 분석평가기능 강화,P2000320170329000092996,관리과제,2017-09-25,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>방위사업 경쟁력 확보를 통해 4차 산업혁명을 선도한다>>방위산업 경쟁제도를 정착하고 안정적 방위사업 추진기반을 마련한다>>단계별 분석평가기능 강화
4615,P2000420170331000093572,"방산 육성정책 내실화 및 국방 중소,벤처기업 경쟁력 강화 지원",P2000320170329000092996,관리과제,2017-09-25,방위사업청,1690000,">>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>방위사업 경쟁력 확보를 통해 4차 산업혁명을 선도한다>>방위산업 경쟁제도를 정착하고 안정적 방위사업 추진기반을 마련한다>>방산 육성정책 내실화 및 국방 중소,벤처기업 경쟁력 강화 지원"
4616,P2000320170905000096937,방위산업을 수출형 산업구조로 전환하고 글로벌 경쟁력을 확보하여 일자리 창출을 지원한다,P2000220170429000089483,성과목표,2017-09-25,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>방위사업 경쟁력 확보를 통해 4차 산업혁명을 선도한다>>방위산업을 수출형 산업구조로 전환하고 글로벌 경쟁력을 확보하여 일자리 창출을 지원한다
4617,P2000420170905000096944,국내 방산업체 수출활성화를 위한 절충교역 지원제도 강화,P2000320170905000096937,관리과제,2017-09-25,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>방위사업 경쟁력 확보를 통해 4차 산업혁명을 선도한다>>방위산업을 수출형 산업구조로 전환하고 글로벌 경쟁력을 확보하여 일자리 창출을 지원한다>>국내 방산업체 수출활성화를 위한 절충교역 지원제도 강화
4618,P2000420170905000096943,방위산업의 수출형 산업구조 전환 및 일자리 지원,P2000320170905000096937,관리과제,2017-09-25,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>방위사업 경쟁력 확보를 통해 4차 산업혁명을 선도한다>>방위산업을 수출형 산업구조로 전환하고 글로벌 경쟁력을 확보하여 일자리 창출을 지원한다>>방위산업의 수출형 산업구조 전환 및 일자리 지원
4619,P2000220170429000089484,투명하고 효율적인 방위사업 시스템을 구축한다,P2000120170329000092985,전략목표,2017-09-25,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 방위사업 시스템을 구축한다
4620,P2000320170329000092998,"계약, 원가관리 시스템 개선을 통해 청렴성을 제고한다.",P2000220170429000089484,성과목표,2017-09-25,방위사업청,1690000,">>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 방위사업 시스템을 구축한다>>계약, 원가관리 시스템 개선을 통해 청렴성을 제고한다."
4621,P2000420170331000093582,계약업무 개선으로 찾아가는 대민 서비스 제공,P2000320170329000092998,관리과제,2017-09-25,방위사업청,1690000,">>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 방위사업 시스템을 구축한다>>계약, 원가관리 시스템 개선을 통해 청렴성을 제고한다.>>계약업무 개선으로 찾아가는 대민 서비스 제공"
4622,P2000420170331000093584,군 급식/물자류의 효율적 계약추진을 위한 제도개선,P2000320170329000092998,관리과제,2017-09-25,방위사업청,1690000,">>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 방위사업 시스템을 구축한다>>계약, 원가관리 시스템 개선을 통해 청렴성을 제고한다.>>군 급식/물자류의 효율적 계약추진을 위한 제도개선"
4623,P2000420170331000093580,효율적인 계약업무를 위한 조달원 관리 업무 강화,P2000320170329000092998,관리과제,2017-09-25,방위사업청,1690000,">>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 방위사업 시스템을 구축한다>>계약, 원가관리 시스템 개선을 통해 청렴성을 제고한다.>>효율적인 계약업무를 위한 조달원 관리 업무 강화"
4624,P2000320170329000092997,"방산비리 처벌,제재를 강화하고 예방시스템을 구축한다",P2000220170429000089484,성과목표,2017-09-25,방위사업청,1690000,">>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 방위사업 시스템을 구축한다>>방산비리 처벌,제재를 강화하고 예방시스템을 구축한다"
4625,P2000320170329000092999,전문성 강화를 위해 문민화를 적극 추진하고 협력체계를 강화한다,P2000220170429000089484,성과목표,2017-09-25,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 방위사업 시스템을 구축한다>>전문성 강화를 위해 문민화를 적극 추진하고 협력체계를 강화한다
4626,P2000420170331000093586,"방산업체, 소요군, 외부전문가 등과의 소통 확대",P2000320170329000092999,관리과제,2017-09-25,방위사업청,1690000,">>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 방위사업 시스템을 구축한다>>전문성 강화를 위해 문민화를 적극 추진하고 협력체계를 강화한다>>방산업체, 소요군, 외부전문가 등과의 소통 확대"
4627,P2000420170331000093585,청 문민화 및 능동적 조직 인사관리로 효율적 업무기반 조성,P2000320170329000092999,관리과제,2017-09-25,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>투명하고 효율적인 방위사업 시스템을 구축한다>>전문성 강화를 위해 문민화를 적극 추진하고 협력체계를 강화한다>>청 문민화 및 능동적 조직 인사관리로 효율적 업무기반 조성
4628,P2000220170429000089479,튼튼한 국방의 기반 마련을 위해 빈틈없는 방위력을 지원한다,P2000120170329000092985,전략목표,2017-09-25,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>튼튼한 국방의 기반 마련을 위해 빈틈없는 방위력을 지원한다
4629,P2000320170329000092990,북핵 대응 핵심전력의 조기 전력화를 추진하고 대형사업을 적기에 추진한다,P2000220170429000089479,성과목표,2017-09-25,방위사업청,1690000,>>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>튼튼한 국방의 기반 마련을 위해 빈틈없는 방위력을 지원한다>>북핵 대응 핵심전력의 조기 전력화를 추진하고 대형사업을 적기에 추진한다
4630,P2000420170331000093640,"3,000톤급 잠수함 국내 독자개발을 통한 해양수호전력 증강",P2000320170329000092990,관리과제,2017-09-25,방위사업청,1690000,">>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>튼튼한 국방의 기반 마련을 위해 빈틈없는 방위력을 지원한다>>북핵 대응 핵심전력의 조기 전력화를 추진하고 대형사업을 적기에 추진한다>>3,000톤급 잠수함 국내 독자개발을 통한 해양수호전력 증강"
4631,P2000420170329000093005,"KAMD, Kill-Chain 등 북핵 대응 핵심전력 조기 전력화",P2000320170329000092990,관리과제,2017-09-25,방위사업청,1690000,">>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>튼튼한 국방의 기반 마련을 위해 빈틈없는 방위력을 지원한다>>북핵 대응 핵심전력의 조기 전력화를 추진하고 대형사업을 적기에 추진한다>>KAMD, Kill-Chain 등 북핵 대응 핵심전력 조기 전력화"
4632,P2000320170329000092993,"지상, 해상, 공중전력 강화를 통해 방위력을 증강한다",P2000220170429000089479,성과목표,2017-09-25,방위사업청,1690000,">>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>튼튼한 국방의 기반 마련을 위해 빈틈없는 방위력을 지원한다>>지상, 해상, 공중전력 강화를 통해 방위력을 증강한다"
4633,P2000420170331000093565,영공방위를 위한 공중전력 강화,P2000320170329000092993,관리과제,2017-09-25,방위사업청,1690000,">>튼튼한 국방과 국민경제에 기여하는 방위사업 추진>>튼튼한 국방의 기반 마련을 위해 빈틈없는 방위력을 지원한다>>지상, 해상, 공중전력 강화를 통해 방위력을 증강한다>>영공방위를 위한 공중전력 강화"
4634,P2000120140320000078976,한반도 평화통일의 실질적 토대를 확충한다, ,임무,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다
4635,P2000220140616000080863,Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다,P2000120140320000078976,전략목표,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다
4636,P2000320140616000080882,1. 이산가족 등 남북주민들의 인도적 문제 해결 적극 추진,P2000220140616000080863,성과목표,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다>>1. 이산가족 등 남북주민들의 인도적 문제 해결 적극 추진
4637,P2000420130612000074574,이산가족 및 전후납북피해자문제 해결 노력,P2000320140616000080882,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다>>1. 이산가족 등 남북주민들의 인도적 문제 해결 적극 추진>>이산가족 및 전후납북피해자문제 해결 노력
4638,P2000420130612000074576,전시납북자 진상규명 및 명예회복,P2000320140616000080882,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다>>1. 이산가족 등 남북주민들의 인도적 문제 해결 적극 추진>>전시납북자 진상규명 및 명예회복
4639,P2000320140616000080884,2. 남북대화를 통한 남북관계 개선,P2000220140616000080863,성과목표,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다>>2. 남북대화를 통한 남북관계 개선
4640,P2000420130612000074563,남북간 신뢰구축을 위한 대화 추진,P2000320140616000080884,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다>>2. 남북대화를 통한 남북관계 개선>>남북간 신뢰구축을 위한 대화 추진
4641,P2000420130612000074564,회담역량 강화를 위한 회담지원체계 구축,P2000320140616000080884,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다>>2. 남북대화를 통한 남북관계 개선>>회담역량 강화를 위한 회담지원체계 구축
4642,P2000320140616000080885,3. 개성공단의 발전적 정상화,P2000220140616000080863,성과목표,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다>>3. 개성공단의 발전적 정상화
4643,P2000420130612000074565,개성공단 3통 등 제도개선 및 국제화,P2000320140616000080885,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다>>3. 개성공단의 발전적 정상화>>개성공단 3통 등 제도개선 및 국제화
4644,P2000420130612000074566,"개성공단 법,제도 정비 개선",P2000320140616000080885,관리과제,2014-10-06,통일부,1250000,">>한반도 평화통일의 실질적 토대를 확충한다>>Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다>>3. 개성공단의 발전적 정상화>>개성공단 법,제도 정비 개선"
4645,P2000320140616000080886,4. 남북간 호혜적 교류협력 활성화,P2000220140616000080863,성과목표,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다>>4. 남북간 호혜적 교류협력 활성화
4646,P2000420130612000074569,남북공동발전을 위한 경협 추진기반 조성,P2000320140616000080886,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다>>4. 남북간 호혜적 교류협력 활성화>>남북공동발전을 위한 경협 추진기반 조성
4647,P2000420130612000074570,민족동질성 회복을 위한 사회문화교류 확대,P2000320140616000080886,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다>>4. 남북간 호혜적 교류협력 활성화>>민족동질성 회복을 위한 사회문화교류 확대
4648,P2000420130612000074567,호혜적 남북교류협력체계 구축,P2000320140616000080886,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다>>4. 남북간 호혜적 교류협력 활성화>>호혜적 남북교류협력체계 구축
4649,P2000320140616000080887,5. 북핵문제 해결의 실질적 진전,P2000220140616000080863,성과목표,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다>>5. 북핵문제 해결의 실질적 진전
4650,P2000420130612000074571,북핵문제 해결을 위한 다각적 노력 경주,P2000320140616000080887,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅰ. 한반도 신뢰프로세스를 통해 남북관계를 발전시킨다>>5. 북핵문제 해결의 실질적 진전>>북핵문제 해결을 위한 다각적 노력 경주
4651,P2000220140616000080864,Ⅱ. 작은 통일에서 시작하여 큰 통일을 지향한다,P2000120140320000078976,전략목표,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅱ. 작은 통일에서 시작하여 큰 통일을 지향한다
4652,P2000320140616000080888,1. 민족공동체 통일방안 계승·발전,P2000220140616000080864,성과목표,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅱ. 작은 통일에서 시작하여 큰 통일을 지향한다>>1. 민족공동체 통일방안 계승·발전
4653,P2000420140616000080961,민족공동체 통일방안 계승 및 발전방향 공론화,P2000320140616000080888,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅱ. 작은 통일에서 시작하여 큰 통일을 지향한다>>1. 민족공동체 통일방안 계승·발전>>민족공동체 통일방안 계승 및 발전방향 공론화
4654,P2000320140616000080889,2. 남북간 신뢰형성 및 비핵화 진전에 따른 남북공동체 건설,P2000220140616000080864,성과목표,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅱ. 작은 통일에서 시작하여 큰 통일을 지향한다>>2. 남북간 신뢰형성 및 비핵화 진전에 따른 남북공동체 건설
4655,P2000420130612000074581,DMZ 세계평화공원 조성 추진,P2000320140616000080889,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅱ. 작은 통일에서 시작하여 큰 통일을 지향한다>>2. 남북간 신뢰형성 및 비핵화 진전에 따른 남북공동체 건설>>DMZ 세계평화공원 조성 추진
4656,P2000420140616000080963,그린데탕트를 통한 환경공동체 추진,P2000320140616000080889,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅱ. 작은 통일에서 시작하여 큰 통일을 지향한다>>2. 남북간 신뢰형성 및 비핵화 진전에 따른 남북공동체 건설>>그린데탕트를 통한 환경공동체 추진
4657,P2000420140616000080964,비전코리아 프로젝트 추진기반 조성,P2000320140616000080889,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅱ. 작은 통일에서 시작하여 큰 통일을 지향한다>>2. 남북간 신뢰형성 및 비핵화 진전에 따른 남북공동체 건설>>비전코리아 프로젝트 추진기반 조성
4658,P2000320140616000080890,3. 북한주민의 삶의 질 개선을 통한 '행복한 통일여건' 조성,P2000220140616000080864,성과목표,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅱ. 작은 통일에서 시작하여 큰 통일을 지향한다>>3. 북한주민의 삶의 질 개선을 통한 '행복한 통일여건' 조성
4659,P2000420130612000074573,북한인권 개선 제도화 노력,P2000320140616000080890,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅱ. 작은 통일에서 시작하여 큰 통일을 지향한다>>3. 북한주민의 삶의 질 개선을 통한 '행복한 통일여건' 조성>>북한인권 개선 제도화 노력
4660,P2000220140616000080865,Ⅲ. 평화통일을 위한 실질적 통일준비를 추진한다,P2000120140320000078976,전략목표,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅲ. 평화통일을 위한 실질적 통일준비를 추진한다
4661,P2000320140616000080891,1. 실질적 통일준비 역량 강화,P2000220140616000080865,성과목표,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅲ. 평화통일을 위한 실질적 통일준비를 추진한다>>1. 실질적 통일준비 역량 강화
4662,P2000420130612000074584,문화적 접근을 통한 대국민 소통 강화,P2000320140616000080891,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅲ. 평화통일을 위한 실질적 통일준비를 추진한다>>1. 실질적 통일준비 역량 강화>>문화적 접근을 통한 대국민 소통 강화
4663,P2000420130612000074580,통일대비를 위한 주요정책과제 개발,P2000320140616000080891,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅲ. 평화통일을 위한 실질적 통일준비를 추진한다>>1. 실질적 통일준비 역량 강화>>통일대비를 위한 주요정책과제 개발
4664,P2000320140616000080892,2. 탈북민 맞춤형 정착지원 발전 및 통일미래역군으로 육성,P2000220140616000080865,성과목표,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅲ. 평화통일을 위한 실질적 통일준비를 추진한다>>2. 탈북민 맞춤형 정착지원 발전 및 통일미래역군으로 육성
4665,P2000420130612000074579,북한이탈주민 맞춤형 사회적응 프로그램 확대,P2000320140616000080892,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅲ. 평화통일을 위한 실질적 통일준비를 추진한다>>2. 탈북민 맞춤형 정착지원 발전 및 통일미래역군으로 육성>>북한이탈주민 맞춤형 사회적응 프로그램 확대
4666,P2000420130612000074577,북한이탈주민의 자립기반 확충,P2000320140616000080892,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅲ. 평화통일을 위한 실질적 통일준비를 추진한다>>2. 탈북민 맞춤형 정착지원 발전 및 통일미래역군으로 육성>>북한이탈주민의 자립기반 확충
4667,P2000420140616000080968,탈북 청소년의 통일미래역군 육성,P2000320140616000080892,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅲ. 평화통일을 위한 실질적 통일준비를 추진한다>>2. 탈북민 맞춤형 정착지원 발전 및 통일미래역군으로 육성>>탈북 청소년의 통일미래역군 육성
4668,P2000320140616000080893,3. 통일교육을 통한 통일준비 내실화,P2000220140616000080865,성과목표,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅲ. 평화통일을 위한 실질적 통일준비를 추진한다>>3. 통일교육을 통한 통일준비 내실화
4669,P2000420130612000074589,새로운 통일교육의 추진기반 확충,P2000320140616000080893,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅲ. 평화통일을 위한 실질적 통일준비를 추진한다>>3. 통일교육을 통한 통일준비 내실화>>새로운 통일교육의 추진기반 확충
4670,P2000420130612000074591,세대공감 통일교육 역량 강화,P2000320140616000080893,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅲ. 평화통일을 위한 실질적 통일준비를 추진한다>>3. 통일교육을 통한 통일준비 내실화>>세대공감 통일교육 역량 강화
4671,P2000420130612000074590,초청교육을 통한 통일교육 내실화,P2000320140616000080893,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅲ. 평화통일을 위한 실질적 통일준비를 추진한다>>3. 통일교육을 통한 통일준비 내실화>>초청교육을 통한 통일교육 내실화
4672,P2000420130612000074592,통일준비 교육자료 개발 및 보급,P2000320140616000080893,관리과제,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅲ. 평화통일을 위한 실질적 통일준비를 추진한다>>3. 통일교육을 통한 통일준비 내실화>>통일준비 교육자료 개발 및 보급
4673,P2000320140616000080894,4. 통일외교를 통한 국제적 통일공감대 확산,P2000220140616000080865,성과목표,2014-10-06,통일부,1250000,>>한반도 평화통일의 실질적 토대를 확충한다>>Ⅲ. 평화통일을 위한 실질적 통일준비를 추진한다>>4. 통일외교를 통한 국제적 통일공감대 확산
